sim_time, unit_box_Custom?world_angular_acceleration/x
1.207, 0.0262537
1.208, -0.0124255
1.209, -0.00140503
1.21, -0.0124231
1.211, 0.0262537
1.212, -0.0124255
1.213, -0.00140503
1.214, -0.0124231
1.215, 0.0262537
1.216, -0.0124255
1.217, -0.00140503
1.218, -0.0124231
1.219, 0.0262537
1.22, -0.0124255
1.221, -0.00140503
1.222, -0.0124231
1.223, 0.0262537
1.224, -0.0124255
1.225, -0.00140503
1.226, -0.0124231
1.227, 0.0262537
1.228, -0.0124255
1.229, -0.00140503
1.23, -0.0124231
1.231, 0.0262537
1.232, -0.0124255
1.233, -0.00140503
1.234, -0.0124231
1.235, 0.0262537
1.236, -0.0124255
1.237, -0.00140503
1.238, -0.0124231
1.239, 0.0262537
1.24, -0.0124255
1.241, -0.00140503
1.242, -0.0124231
1.243, 0.0262537
1.244, -0.0124255
1.245, -0.00140503
1.246, -0.0124231
1.247, 0.0262537
1.248, -0.0124255
1.249, -0.00140503
1.25, -0.0124231
1.251, 0.0262537
1.252, -0.0124255
1.253, -0.00140503
1.254, -0.0124231
1.255, 0.0262537
1.256, -0.0124255
1.257, -0.00140503
1.258, -0.0124231
1.259, 0.0262537
1.26, -0.0124255
1.261, -0.00140503
1.262, -0.0124231
1.263, 0.0262537
1.264, -0.0124255
1.265, -0.00140503
1.266, -0.0124231
1.267, 0.0262537
1.268, -0.0124255
1.269, -0.00140503
1.27, -0.0124231
1.271, 0.0262537
1.272, -0.0124255
1.273, -0.00140503
1.274, -0.0124231
1.275, 0.0262537
1.276, -0.0124255
1.277, -0.00140503
1.278, -0.0124231
1.279, 0.0262537
1.28, -0.0124255
1.281, -0.00140503
1.282, -0.0124231
1.283, 0.0262537
1.284, -0.0124255
1.285, -0.00140503
1.286, -0.0124231
1.287, 0.0262537
1.288, -0.0124255
1.289, -0.00140503
1.29, -0.0124231
1.291, 0.0262537
1.292, -0.0124255
1.293, -0.00140503
1.294, -0.0124231
1.295, 0.0262537
1.296, -0.0124255
1.297, -0.00140503
1.298, -0.0124231
1.299, 0.0262537
1.3, -0.0124255
1.301, -0.00140503
1.302, -0.0124231
1.303, 0.0262537
1.304, -0.0124255
1.305, -0.00140503
1.306, -0.0124231
1.307, 0.0262537
1.308, -0.0124255
1.309, -0.00140503
1.31, -0.0124231
1.311, 0.0262537
1.312, -0.0124255
1.313, -0.00140503
1.314, -0.0124231
1.315, 0.0262537
1.316, -0.0124255
1.317, -0.00140503
1.318, -0.0124231
1.319, 0.0262537
1.32, -0.0124255
1.321, -0.00140503
1.322, -0.0124231
1.323, 0.0262537
1.324, -0.0124255
1.325, -0.00140503
1.326, -0.0124231
1.327, 0.0262537
1.328, -0.0124255
1.329, -0.00140503
1.33, -0.0124231
1.331, 0.0262537
1.332, -0.0124255
1.333, -0.00140503
1.334, -0.0124231
1.335, 0.0262537
1.336, -0.0124255
1.337, -0.00140503
1.338, -0.0124231
1.339, 0.0262537
1.34, -0.0124255
1.341, -0.00140503
1.342, -0.0124231
1.343, 0.0262537
1.344, -0.0124255
1.345, -0.00140503
1.346, -0.0124231
1.347, 0.0262537
1.348, -0.0124255
1.349, -0.00140503
1.35, -0.0124231
1.351, 0.0262537
1.352, -0.0124255
1.353, -0.00140503
1.354, -0.0124231
1.355, 0.0262537
1.356, -0.0124255
1.357, -0.00140503
1.358, -0.0124231
1.359, 0.0262537
1.36, -0.0124255
1.361, -0.00140503
1.362, -0.0124231
1.363, 0.0262537
1.364, -0.0124255
1.365, -0.00140503
1.366, -0.0124231
1.367, 0.0262537
1.368, -0.0124255
1.369, -0.00140503
1.37, -0.0124231
1.371, 0.0262537
1.372, -0.0124255
1.373, -0.00140503
1.374, -0.0124231
1.375, 0.0262537
1.376, -0.0124255
1.377, -0.00140503
1.378, -0.0124231
1.379, 0.0262537
1.38, -0.0124255
1.381, -0.00140503
1.382, -0.0124231
1.383, 0.0262537
1.384, -0.0124255
1.385, -0.00140503
1.386, -0.0124231
1.387, 0.0262537
1.388, -0.0124255
1.389, -0.00140503
1.39, -0.0124231
1.391, 0.0262537
1.392, -0.0124255
1.393, -0.00140503
1.394, -0.0124231
1.395, 0.0262537
1.396, -0.0124255
1.397, -0.00140503
1.398, -0.0124231
1.399, 0.0262537
1.4, -0.0124255
1.401, -0.00140503
1.402, -0.0124231
1.403, 0.0262537
1.404, -0.0124255
1.405, -0.00140503
1.406, -0.0124231
1.407, 0.0262537
1.408, -0.0124255
1.409, -0.00140503
1.41, -0.0124231
1.411, 0.0262537
1.412, -0.0124255
1.413, -0.00140503
1.414, -0.0124231
1.415, 0.0262537
1.416, -0.0124255
1.417, -0.00140503
1.418, -0.0124231
1.419, 0.0262537
1.42, -0.0124255
1.421, -0.00140503
1.422, -0.0124231
1.423, 0.0262537
1.424, -0.0124255
1.425, -0.00140503
1.426, -0.0124231
1.427, 0.0262537
1.428, -0.0124255
1.429, -0.00140503
1.43, -0.0124231
1.431, 0.0262537
1.432, -0.0124255
1.433, -0.00140503
1.434, -0.0124231
1.435, 0.0262537
1.436, -0.0124255
1.437, -0.00140503
1.438, -0.0124231
1.439, 0.0262537
1.44, -0.0124255
1.441, -0.00140503
1.442, -0.0124231
1.443, 0.0262537
1.444, -0.0124255
1.445, -0.00140503
1.446, -0.0124231
1.447, 0.0262537
1.448, -0.0124255
1.449, -0.00140503
1.45, -0.0124231
1.451, 0.0262537
1.452, -0.0124255
1.453, -0.00140503
1.454, -0.0124231
1.455, 0.0262537
1.456, -0.0124255
1.457, -0.00140503
1.458, -0.0124231
1.459, 0.0262537
1.46, -0.0124255
1.461, -0.00140503
1.462, -0.0124231
1.463, 0.0262537
1.464, -0.0124255
1.465, -0.00140503
1.466, -0.0124231
1.467, 0.0262537
1.468, -0.0124255
1.469, -0.00140503
1.47, -0.0124231
1.471, 0.0262537
1.472, -0.0124255
1.473, -0.00140503
1.474, -0.0124231
1.475, 0.0262537
1.476, -0.0124255
1.477, -0.00140503
1.478, -0.0124231
1.479, 0.0262537
1.48, -0.0124255
1.481, -0.00140503
1.482, -0.0124231
1.483, 0.0262537
1.484, -0.0124255
1.485, -0.00140503
1.486, -0.0124231
1.487, 0.0262537
1.488, -0.0124255
1.489, -0.00140503
1.49, -0.0124231
1.491, 0.0262537
1.492, -0.0124255
1.493, -0.00140503
1.494, -0.0124231
1.495, 0.0262537
1.496, -0.0124255
1.497, -0.00140503
1.498, -0.0124231
1.499, 0.0262537
1.5, -0.0124255
1.501, -0.00140503
1.502, -0.0124231
1.503, 0.0262537
1.504, -0.0124255
1.505, -0.00140503
1.506, -0.0124231
1.507, 0.0262537
1.508, -0.0124255
1.509, -0.00140503
1.51, -0.0124231
1.511, 0.0262537
1.512, -0.0124255
1.513, -0.00140503
